race_id,horse_number,finish_position,target,pred,pred_class
202401020811,11,3.0,1,0.25969543340421813,0
202401020811,12,6.0,0,0.15340498196520394,0
202401020811,13,14.0,0,0.061199700376979416,0
202401020811,14,5.0,0,0.3110765766284201,0
202401020812,1,4.0,0,0.4891492639034186,1
202401020812,2,2.0,1,0.18751844797295258,0
202401020812,3,14.0,0,0.022042665150809982,0
202401020812,4,12.0,0,0.10320986456602946,0
202401020812,5,1.0,1,0.6616328368716232,1
202401020812,6,13.0,0,0.07704633370874525,0
202401020812,7,6.0,0,0.11621982390011443,0
202401020812,8,9.0,0,0.050412429989522584,0
202401020812,9,7.0,0,0.019182118103157803,0
202401020812,10,3.0,1,0.3688525182121308,0
202401020812,11,10.0,0,0.12206121019147569,0
202401020812,12,5.0,0,0.3764351579932113,1
202401020812,13,11.0,0,0.018410894918119425,0
202401020812,14,8.0,0,0.355149133146344,0
202404030801,1,6.0,0,0.6672830414093277,1
202404030801,2,12.0,0,0.03534716883426779,0
202404030801,3,5.0,0,0.19770076035681913,0
202404030801,4,2.0,1,0.7612327176665142,1
202404030801,5,9.0,0,0.019500339427128786,0
202404030801,6,3.0,1,0.4333252304599098,0
202404030801,7,7.0,0,0.015155076227920634,0
202404030801,8,1.0,1,0.31609480779405735,0
202404030801,9,4.0,0,0.5280203585974358,1
202404030801,10,8.0,0,0.030043045220070067,0
202404030801,11,10.0,0,0.06535405260868699,0
202404030801,12,11.0,0,0.02324235042169138,0
202404030802,1,6.0,0,0.10221906591544137,0
202404030802,2,9.0,0,0.027440360131228254,0
202404030802,3,2.0,1,0.214597865363101,0
202404030802,4,10.0,0,0.04946799439012109,0
202404030802,5,3.0,1,0.23878108001274578,0
202404030802,6,4.0,0,0.634395694560048,1
202404030802,7,8.0,0,0.4742147233558294,0
202404030802,8,1.0,1,0.7886157804137081,1
202404030802,9,7.0,0,0.08425956840208738,0
202404030802,10,5.0,0,0.4994801199967124,1
202404030802,11,11.0,0,0.022434211053052107,0
202404030803,1,9.0,0,0.11354333198960866,0
202404030803,2,14.0,0,0.02079522953470985,0
202404030803,3,11.0,0,0.08116868760612109,0
202404030803,4,5.0,0,0.4178845439292626,1
202404030803,5,10.0,0,0.0789275856553237,0
202404030803,6,3.0,1,0.35237502400528337,1
202404030803,7,12.0,0,0.04336699770482129,0
202404030803,8,8.0,0,0.1385490257734782,0
202404030803,9,2.0,1,0.20729984481301078,0
202404030803,10,15.0,0,0.0735345768765864,0
202404030803,11,4.0,0,0.24298695696102696,0
202404030803,12,13.0,0,0.10064257601735073,0
202404030803,13,6.0,0,0.028971913035766964,0
202404030803,14,1.0,1,0.8732777994663229,1
202404030803,15,7.0,0,0.0112281052465404,0
202404030804,1,6.0,0,0.4700782312941747,1
202404030804,2,3.0,1,0.2819436344540559,0
202404030804,3,8.0,0,0.10031056401366416,0
202404030804,4,7.0,0,0.06944719576882971,0
202404030804,5,17.0,0,0.011837543798027922,0
202404030804,6,5.0,0,0.23804963838426893,0
202404030804,7,1.0,1,0.16837299919216656,0
202404030804,8,18.0,0,0.27535719385872376,0
202404030804,9,9.0,0,0.4020834649252781,0
202404030804,10,13.0,0,0.01275925332702077,0
202404030804,11,10.0,0,0.18650011748383907,0
202404030804,12,16.0,0,0.009562402464720392,0
202404030804,13,11.0,0,0.13142486317448052,0
202404030804,14,15.0,0,0.027948854191819555,0
202404030804,15,12.0,0,0.08663238612486424,0
202404030804,16,14.0,0,0.017955684992297438,0
202404030804,17,4.0,0,0.5085305715710805,1
202404030804,18,2.0,1,0.4257697631498175,1
202404030805,1,4.0,0,0.2513632746674351,0
202404030805,2,6.0,0,0.6778854478258406,1
202404030805,3,2.0,1,0.8798726245158338,1
202404030805,4,5.0,0,0.3649837349207734,0
202404030805,5,1.0,1,0.5932004540288588,1
202404030805,6,3.0,1,0.15712009039607294,0
202404030806,1,8.0,0,0.07500951158099622,0
202404030806,2,16.0,0,0.04148259058583874,0
202404030806,3,3.0,1,0.5157962460623526,1
202404030806,4,12.0,0,0.07281643408624862,0
202404030806,5,10.0,0,0.02834656086890129,0
202404030806,6,2.0,1,0.3201706829683647,0
202404030806,7,13.0,0,0.04369530637163384,0
202404030806,8,1.0,1,0.8069732593622678,1
202404030806,9,11.0,0,0.017234716913018262,0
202404030806,10,15.0,0,0.012432286333752637,0
202404030806,11,9.0,0,0.059421655556927,0
202404030806,12,7.0,0,0.025506159340102832,0
202404030806,13,14.0,0,0.03322482106203059,0
202404030806,14,6.0,0,0.37418797307804375,1
202404030806,15,4.0,0,0.23562449461985122,0
202404030806,16,5.0,0,0.19856734241616394,0
202404030807,1,6.0,0,0.3010393535458046,0
202404030807,2,12.0,0,0.0380259558553839,0
202404030807,3,8.0,0,0.025592513048657003,0
202404030807,4,2.0,1,0.8021029249158284,1
202404030807,5,7.0,0,0.023658742531539358,0
202404030807,6,3.0,1,0.3012630261000703,0
202404030807,7,14.0,0,0.01588180725419832,0
202404030807,8,1.0,1,0.3803907874319162,1
202404030807,9,5.0,0,0.1427060085655529,0
202404030807,10,4.0,0,0.17199195164574377,0
202404030807,11,15.0,0,0.11191028863501835,0
202404030807,12,9.0,0,0.011982242210058069,0
202404030807,13,11.0,0,0.03119906781728856,0
202404030807,14,13.0,0,0.013608797283861059,0
202404030807,15,10.0,0,0.4781175752093398,1
202404030808,1,10.0,0,0.010961420002507175,0
202404030808,2,4.0,0,0.38959897170681934,1
202404030808,3,7.0,0,0.06330889972988334,0
202404030808,4,12.0,0,0.013317433692383161,0
202404030808,5,11.0,0,0.07962712945506452,0
202404030808,6,5.0,0,0.32670813144736344,1
202404030808,7,8.0,0,0.14702762756517318,0
202404030808,8,2.0,1,0.87580213960657,1
202404030808,9,9.0,0,0.16758826418960235,0
202404030808,10,1.0,1,0.06026398264581721,0
202404030808,11,6.0,0,0.13123360365151174,0
202404030808,12,3.0,1,0.2880216352640903,0
202404030809,1,1.0,1,0.8136550557162066,1
202404030809,2,7.0,0,0.0663274703326138,0
202404030809,3,3.0,1,0.5512297828109222,1
202404030809,4,5.0,0,0.14970232257729885,0
202404030809,5,6.0,0,0.1184185333124226,0
202404030809,6,4.0,0,0.2907967808528249,0
202404030809,7,2.0,1,0.7456815418186408,1
202404030810,1,7.0,0,0.10600404614727736,0
202404030810,2,6.0,0,0.024811364385733968,0
202404030810,3,10.0,0,0.01205017548845999,0
202404030810,4,4.0,0,0.3796780022635266,1
202404030810,5,5.0,0,0.058769596828920946,0
202404030810,6,15.0,0,0.06456890886744211,0
202404030810,7,11.0,0,0.03222843958125837,0
202404030810,8,3.0,1,0.3484349174944535,0
202404030810,9,2.0,1,0.5971052235897576,1
202404030810,10,8.0,0,0.0469559127602184,0
202404030810,11,1.0,1,0.6915292315384285,1
202404030810,12,14.0,0,0.047359156051479556,0
202404030810,13,13.0,0,0.059007874143110706,0
202404030810,14,9.0,0,0.13712245320299796,0
202404030810,15,12.0,0,0.27019444545818944,0
202404030811,1,4.0,0,0.17519307723785768,0
202404030811,2,999.0,0,0.008784894498803762,0
202404030811,3,9.0,0,0.1782582711106926,0
202404030811,4,1.0,1,0.17673554375889142,0
202404030811,5,6.0,0,0.11397325649868294,0
202404030811,6,11.0,0,0.0291949602772991,0
202404030811,7,2.0,1,0.5165496333802467,1
202404030811,8,10.0,0,0.2764819013103116,0
202404030811,9,3.0,1,0.585636003422538,1
202404030811,10,8.0,0,0.08884474806691989,0
202404030811,11,7.0,0,0.42139527077976124,0
202404030811,12,5.0,0,0.50485304269342,1
202404030812,1,9.0,0,0.16313362329431322,0
202404030812,2,8.0,0,0.08822688051492637,0
202404030812,3,12.0,0,0.15439304269365894,0
202404030812,4,14.0,0,0.07723381152614012,0
202404030812,5,17.0,0,0.013377654670248505,0
202404030812,6,11.0,0,0.06776755224314573,0
202404030812,7,2.0,1,0.14366443429144923,0
202404030812,8,6.0,0,0.2750589865949411,0
202404030812,9,15.0,0,0.04581727469194793,0
202404030812,10,4.0,0,0.03943347439312583,0
202404030812,11,10.0,0,0.02798041523434276,0
202404030812,12,16.0,0,0.08234195929994799,0
202404030812,13,7.0,0,0.5358819411680851,1
202404030812,14,13.0,0,0.05203950295907393,0
202404030812,15,3.0,1,0.28150420490112976,0
202404030812,16,5.0,0,0.4085180527157303,1
202404030812,17,1.0,1,0.672060539415462,1
202407020802,1,10.0,0,0.2479613824550686,0
202407020802,2,6.0,0,0.4891490667400285,1
202407020802,3,11.0,0,0.33333455761937447,0
202407020802,4,13.0,0,0.18060292542926273,0
202407020802,5,14.0,0,0.019831253557023556,0
202407020802,6,5.0,0,0.5053015111799372,1
202407020802,7,7.0,0,0.04415280047256943,0
202407020802,8,9.0,0,0.03163990171917083,0
202407020802,9,3.0,1,0.3605448580306828,0
202407020802,10,8.0,0,0.12538667907915807,0
202407020802,11,15.0,0,0.04755743156919819,0
202407020802,12,2.0,1,0.2203203212495299,0
202407020802,13,1.0,1,0.3622369445744596,1
202407020802,14,16.0,0,0.01776133858472887,0
202407020802,15,12.0,0,0.030935122317504303,0
202407020802,16,4.0,0,0.28765251831552663,0
202407020803,1,8.0,0,0.5650845618137315,0
202407020803,2,3.0,1,0.3031652606971224,0
202407020803,3,7.0,0,0.1796944391760188,0
202407020803,4,1.0,1,0.6638975888473659,1
202407020803,5,2.0,1,0.5818544812511829,1
202407020803,6,6.0,0,0.1921135615409103,0
202407020803,7,5.0,0,0.3223954204623848,0
202407020803,8,4.0,0,0.6981363621119115,1
202407020804,1,15.0,0,0.027821245814402353,0
202407020804,2,12.0,0,0.018447884317072803,0
202407020804,3,13.0,0,0.4905364674922462,1
202407020804,4,6.0,0,0.21739583315530564,0
202407020804,5,8.0,0,0.12641339385971959,0
202407020804,6,14.0,0,0.15072464520782222,0
202407020804,7,4.0,0,0.19864937687093653,0
202407020804,8,9.0,0,0.12121710630404679,0
202407020804,9,2.0,1,0.37390359873899376,0
202407020804,10,10.0,0,0.018582406761418445,0
202407020804,11,7.0,0,0.21887986353179748,0
202407020804,12,3.0,1,0.4850311471118049,1
202407020804,13,5.0,0,0.09033892998591415,0
202407020804,14,1.0,1,0.5894221967381305,1
202407020804,15,16.0,0,0.015096363838652755,0
202407020804,16,11.0,0,0.13834001539311633,0
202407020805,1,10.0,0,0.057770428562971946,0
202407020805,2,5.0,0,0.08771055734258902,0
202407020805,3,1.0,1,0.7671301566986378,1
202407020805,4,11.0,0,0.0856684753734604,0
202407020805,5,2.0,1,0.45299571229574825,1
202407020805,6,7.0,0,0.32313460747829253,0
202407020805,7,8.0,0,0.26924486117415286,0
202407020805,8,9.0,0,0.055229279770912895,0
202407020805,9,6.0,0,0.18073406790862737,0
202407020805,10,4.0,0,0.5224989990598359,1
202407020805,11,3.0,1,0.43199974843003086,0
202407020806,1,17.0,0,0.11787608862760227,0
202407020806,2,13.0,0,0.3432384958151523,0
202407020806,3,5.0,0,0.372192900925474,1
202407020806,4,4.0,0,0.023351028355660084,0
202407020806,5,12.0,0,0.024547645261037775,0
202407020806,6,3.0,1,0.3203693420155449,0
202407020806,7,10.0,0,0.10801568318150057,0
202407020806,8,1.0,1,0.26988340829029844,0
202407020806,9,11.0,0,0.20289393169579414,0
202407020806,10,8.0,0,0.07311074599241679,0
202407020806,11,14.0,0,0.038269633122706946,0
202407020806,12,18.0,0,0.2521416358828844,0
202407020806,13,15.0,0,0.023715993802650267,0
202407020806,14,2.0,1,0.5228425962335033,1
202407020806,15,16.0,0,0.16366557161605075,0
202407020806,16,9.0,0,0.08261008048119718,0
202407020806,17,6.0,0,0.4499503708234942,1
202407020806,18,7.0,0,0.06655622608048138,0
202407020807,1,4.0,0,0.2588766150941273,0
202407020807,2,7.0,0,0.12510047802148394,0
202407020807,3,11.0,0,0.05670535704873996,0
202407020807,4,1.0,1,0.0708402342373116,0
202407020807,5,2.0,1,0.5844295746443822,1
202407020807,6,6.0,0,0.2445403551518424,0
202407020807,7,9.0,0,0.6512196787125191,1
202407020807,8,8.0,0,0.33276894412946323,0
202407020807,9,10.0,0,0.27604533608199083,0
202407020807,10,5.0,0,0.4375042790483692,1
202407020807,11,3.0,1,0.1415372366438887,0
202407020808,1,3.0,1,0.28258969779486176,0
202407020808,2,14.0,0,0.08568872684287596,0
202407020808,3,12.0,0,0.17468751856004838,0
202407020808,4,4.0,0,0.23841159053395602,0
202407020808,5,15.0,0,0.08244519614164547,0
202407020808,6,1.0,1,0.6424036366587844,1
202407020808,7,7.0,0,0.3276297757911112,1
202407020808,8,16.0,0,0.017086618973342703,0
202407020808,9,10.0,0,0.15512875558900255,0
202407020808,10,9.0,0,0.015618732059981995,0
202407020808,11,5.0,0,0.6232430526499788,1
202407020808,12,13.0,0,0.08082686333436463,0
202407020808,13,11.0,0,0.015754926859698266,0
202407020808,14,6.0,0,0.05874925729678913,0
202407020808,15,8.0,0,0.025869191325717817,0
202407020808,16,2.0,1,0.231224109152927,0
202407020808,17,18.0,0,0.1029452608715139,0
202407020808,18,17.0,0,0.06060061194206064,0
202407020809,1,1.0,1,0.5748801455979876,1
202407020809,2,4.0,0,0.27290844799698744,0
202407020809,3,8.0,0,0.1844344663362785,0
202407020809,4,6.0,0,0.35237651615033394,0
202407020809,5,3.0,1,0.6627165241426338,1
202407020809,6,5.0,0,0.22873854266468463,0
202407020809,7,2.0,1,0.7527568275339036,1
202407020809,8,7.0,0,0.04465750639540713,0
202407020810,1,16.0,0,0.14524900414229092,0
202407020810,2,8.0,0,0.09091375617353487,0
202407020810,3,11.0,0,0.03311037345508278,0
202407020810,4,7.0,0,0.15619179087003718,0
202407020810,5,4.0,0,0.18075610391879113,0
202407020810,6,13.0,0,0.018649135183529265,0
202407020810,7,14.0,0,0.19872949905718526,0
202407020810,8,9.0,0,0.10277274541492223,0
202407020810,9,2.0,1,0.7142977736480858,1
202407020810,10,3.0,1,0.4979025587735406,1
202407020810,11,12.0,0,0.059747855860270815,0
202407020810,12,15.0,0,0.07959894056293959,0
202407020810,13,1.0,1,0.1703917223193332,0
202407020810,14,6.0,0,0.26545359855179035,0
202407020810,15,5.0,0,0.034753185207783796,0
202407020810,16,10.0,0,0.2871424284776358,1
202407020811,1,2.0,1,0.21030473459518392,0
202407020811,2,12.0,0,0.06650152924229889,0
202407020811,3,5.0,0,0.11245457888733541,0
202407020811,4,4.0,0,0.45787198691790165,1
202407020811,5,7.0,0,0.27740775527365447,0
202407020811,6,11.0,0,0.12476574223814602,0
202407020811,7,8.0,0,0.04246914965787697,0
202407020811,8,1.0,1,0.4930008443724684,1
202407020811,9,9.0,0,0.25627685655359833,0
202407020811,10,3.0,1,0.5034103105118122,1
202407020811,11,10.0,0,0.28278431422325034,0
202407020811,12,13.0,0,0.05769106779687159,0
202407020811,13,6.0,0,0.4307568447652027,0
202407020812,1,13.0,0,0.02950606731369525,0
202407020812,2,14.0,0,0.2077524427514078,0
202407020812,3,15.0,0,0.24847717708589143,0
202407020812,4,10.0,0,0.14912717106905676,0
202407020812,5,11.0,0,0.010500721286855036,0
202407020812,6,6.0,0,0.05540842821006824,0
202407020812,7,3.0,1,0.08763049250624495,0
202407020812,8,4.0,0,0.2991776200466713,0
202407020812,9,8.0,0,0.14478626755036916,0
202407020812,10,5.0,0,0.1241483030146064,0
202407020812,11,16.0,0,0.014966913301495547,0
202407020812,12,2.0,1,0.36837367717377417,1
202407020812,13,7.0,0,0.03331028374165754,0
202407020812,14,12.0,0,0.5365866632335647,1
202407020812,15,9.0,0,0.07915136528674684,0
202407020812,16,1.0,1,0.6802309563948263,1
202406040101,1,2.0,1,0.29169426099616297,0
202406040101,2,4.0,0,0.2570288792553667,0
202406040101,3,5.0,0,0.4323140572982202,1
202406040101,4,7.0,0,0.07074647626871933,0
202406040101,5,1.0,1,0.7472733920936625,1
202406040101,6,6.0,0,0.1403755361007135,0
202406040101,7,8.0,0,0.28845112596409167,0
202406040101,8,3.0,1,0.7372577386870269,1
202406040102,1,8.0,0,0.2383375980808328,0
202406040102,2,3.0,1,0.18817102073355374,0
202406040102,3,6.0,0,0.5855468854633379,1
202406040102,4,1.0,1,0.32239087857776033,0
202406040102,5,5.0,0,0.10994341951000529,0
202406040102,6,2.0,1,0.6289901522603033,1
202406040102,7,9.0,0,0.060527921999698586,0
202406040102,8,4.0,0,0.4694323531711947,0
202406040102,9,7.0,0,0.5033049321763823,1
202406040102,10,12.0,0,0.12229481358699444,0
202406040102,11,11.0,0,0.10345303935506467,0
202406040102,12,10.0,0,0.01875865151623277,0
202406040103,1,6.0,0,0.4195071646047066,1
202406040103,2,12.0,0,0.05638920566757459,0
202406040103,3,3.0,1,0.07658098204526183,0
202406040103,4,4.0,0,0.7577204311025532,1
202406040103,5,8.0,0,0.12839942407888044,0
202406040103,6,1.0,1,0.8221467801477842,1
202406040103,7,5.0,0,0.21916638810261566,0
202406040103,8,10.0,0,0.0390342701328059,0
202406040103,9,9.0,0,0.017216721558549062,0
202406040103,10,11.0,0,0.02061667312620813,0
202406040103,11,2.0,1,0.13783938646757957,0
202406040103,12,7.0,0,0.09235385020023713,0
202406040104,1,3.0,1,0.1841843221451923,0
202406040104,2,16.0,0,0.020380755991512477,0
202406040104,3,15.0,0,0.027015114850552958,0
202406040104,4,14.0,0,0.057728645423959314,0
202406040104,5,10.0,0,0.12208484446113078,0
202406040104,6,12.0,0,0.18253555685029832,0
202406040104,7,6.0,0,0.0751315293378841,0
202406040104,8,2.0,1,0.42391655775404136,1
202406040104,9,13.0,0,0.014893550801946358,0
202406040104,10,4.0,0,0.0947577275590757,0
202406040104,11,7.0,0,0.33231729519423076,0
202406040104,12,1.0,1,0.39668793880966174,0
202406040104,13,9.0,0,0.6489979340475742,1
202406040104,14,5.0,0,0.577623202161486,1
202406040104,15,8.0,0,0.12900976302744915,0
202406040104,16,11.0,0,0.026414829399464736,0
202406040105,1,1.0,1,0.32087436029682853,0
202406040105,2,6.0,0,0.5709428177903961,0
202406040105,3,3.0,1,0.7836951940827342,1
202406040105,4,2.0,1,0.5832389462745935,1
202406040105,5,7.0,0,0.2280316815650241,0
202406040105,6,4.0,0,0.6747672602161564,1
202406040105,7,5.0,0,0.057263756076745984,0
202406040106,1,6.0,0,0.19212675980710478,0
202406040106,2,5.0,0,0.36675973181661214,1
202406040106,3,10.0,0,0.06396496912463538,0
202406040106,4,13.0,0,0.07928363552241115,0
202406040106,5,7.0,0,0.307595203633728,0
202406040106,6,11.0,0,0.4452911061687822,1
202406040106,7,4.0,0,0.07748062689878014,0
202406040106,8,9.0,0,0.08731682617120164,0
202406040106,9,3.0,1,0.0456687423898822,0
202406040106,10,15.0,0,0.015161297395078124,0
202406040106,11,8.0,0,0.13172004986443747,0
202406040106,12,12.0,0,0.22593364090781154,0
202406040106,13,14.0,0,0.029134121215871223,0
202406040106,14,1.0,1,0.6706258980316986,1
202406040106,15,2.0,1,0.20136834188658892,0
202406040106,16,16.0,0,0.02664901034580809,0
202406040107,1,7.0,0,0.21914811900660436,0
202406040107,2,5.0,0,0.5528567843549752,1
202406040107,3,4.0,0,0.3120596746439862,0
202406040107,4,1.0,1,0.5738974888075635,1
202406040107,5,2.0,1,0.6134333199644966,1
202406040107,6,10.0,0,0.02060575946171417,0
202406040107,7,6.0,0,0.06679645214505812,0
202406040107,8,3.0,1,0.5162190674797441,0
202406040107,9,8.0,0,0.025139380595850802,0
202406040107,10,9.0,0,0.09879321214857162,0
202406040108,1,4.0,0,0.6556100767068485,1
202406040108,2,1.0,1,0.3121972778875219,0
202406040108,3,13.0,0,0.03254965903525213,0
202406040108,4,7.0,0,0.015271143051045445,0
202406040108,5,14.0,0,0.084194752768288,0
202406040108,6,10.0,0,0.009412739394494374,0
202406040108,7,3.0,1,0.26122491656700303,0
202406040108,8,11.0,0,0.11108951059302725,0
202406040108,9,6.0,0,0.11937742012105426,0
202406040108,10,12.0,0,0.011070092088856376,0
202406040108,11,8.0,0,0.351635408416524,1
202406040108,12,15.0,0,0.0467823399825432,0
202406040108,13,2.0,1,0.4543032513750892,1
202406040108,14,5.0,0,0.32670031168387087,0
202406040108,15,9.0,0,0.03411019765123629,0
202406040109,1,1.0,1,0.7847144404392091,1
202406040109,2,3.0,1,0.7839621081137702,1
202406040109,3,6.0,0,0.02642012818148663,0
202406040109,4,2.0,1,0.3388256303020749,1
202406040109,5,7.0,0,0.07801330819993106,0
202406040109,6,4.0,0,0.037080184511534234,0
202406040109,7,8.0,0,0.1533797210025969,0
202406040109,8,5.0,0,0.3250862359379975,0
202406040110,1,1.0,1,0.2963136904134562,0
202406040110,2,999.0,0,0.009134321658227468,0
202406040110,3,2.0,1,0.4287275793437314,0
202406040110,4,10.0,0,0.6332259727084655,1
